number,first_name,last_name,gender,birth_date,employment_status,annual_salary,tax_file_no
75,Kayson,Towne,F,08/11/1980,TE,68757.00,
166,Ailene,Bradtke,M,27/10/1977,TE,126848.00,
780,Hailey,Luettgen,M,25/02/1979,PE,64791.00,
660,Rebekah,Ullrich,F,04/12/1986,,118321.00,
590,Santana,Jones,F,09/03/1999,TE,85004.00,
214,Debbie,Bayer,F,31/12/1983,PE,140985.00,
34,Danyel,Considine,F,05/05/1973,PE,61059.00,
79,Dorsey,Zemlak,M,30/10/1988,,72049.00,
590,Deidre,Graham,F,18/02/1984,,85806.00,
233,Bryce,Beatty,M,15/12/1970,CA,57111.00,
860,Tera,Glover,M,07/04/1972,TE,123495.00,
731,Abraham,Botsford,M,01/06/1990,,80828.00,
189,Clarke,Block,,10/07/1982,PE,80576.00,
668,Karrie,Prosacco,F,23/12/1970,PE,119203.00,
160,Daniele,Kassulke,M,28/04/1989,PE,138123.00,
56,Seth,Rippin,M,11/04/1976,PE,148561.00,
406,Vida,Hintz,F,28/10/1971,PE,121373.00,
91,Glennis,Abshire,M,19/01/1992,,104223.00,
743,Dessa,Crona,F,06/04/1975,,60560.00,
767,Joshua,Renner,M,26/02/1979,PE,109423.00,
88,Tempie,Heller,F,10/07/1983,PE,141141.00,
419,Tari,Waelchi,F,08/10/1998,PE,84696.00,
724,Gunnar,Prosacco,M,26/01/1979,PE,126024.00,
607,Alto,Wisozk,F,11/01/1975,PE,136728.00,
792,Nanci,Schuppe,F,30/12/1989,PE,56949.00,
367,Kerwin,Purdy,,03/01/1979,PE,55215.00,
835,Olar,Pagac,M,15/02/1997,,93548.00,
260,Karley,Hahn,M,24/08/1984,PE,134543.00,
772,Linsey,Grant,F,11/11/1974,PE,73168.00,
36,Callie,Lesch,M,04/10/1992,,66278.00,
699,Gloria,Treutel,F,16/12/1995,PE,100276.00,
544,Henrietta,Greenholt,,06/04/1977,PE,93206.00,
931,Sommer,Johnston,F,24/11/1972,PE,95217.00,
995,Diamond,Corkery,M,25/05/1974,PE,132008.00,
893,Cheyenne,Schroeder,M,21/02/1972,CA,126051.00,
301,Jimmie,Wisoky,F,15/03/1982,PE,55945.00,
95,Jase,Dibbert,M,03/12/1972,PE,146698.00,
819,Jed,Casper,,21/04/1998,CA,98343.00,
137,Rosco,Lynch,,20/06/1989,PE,103499.00,
562,Alpheus,Mayer,F,25/01/1977,PE,83631.00,
385,Marina,Stark,M,19/02/1995,TE,98078.00,
97,Jonnie,McDermott,M,13/07/1980,CA,100740.00,
916,Jerrad,Orn,,15/12/1976,PE,142640.00,
762,Fitzgerald,Welch,M,11/04/1991,CA,88134.00,
308,Elberta,Harvey,F,29/12/1988,PE,146691.00,
799,Valentino,Hudson,M,16/09/1988,PE,98463.00,
606,Patty,Swift,F,26/12/1987,CA,126589.00,
712,Dann,Crooks,,25/12/1983,CA,66592.00,
132,Maxim,Orn,M,01/03/1971,CA,127966.00,
126,Kimberli,Walter,M,07/03/1976,CA,60712.00,
277,Talmage,Bartell,F,19/02/1989,PE,103606.00,
960,Laurie,Nienow,M,01/04/1993,PE,127405.00,
